word,Count
vanderwel,2
vanilla,1
vanquish,1
various,2
vehicle,1
vehicles,2
vendors,1
venture,4
ventures,1
vera,1
versus,1
vicious,1
victims,12
videogame,1
videos,1
view,2
viewers,1
vigilance,1
vigorous,1
vinnick,2
violate,1
violated,1
violence,1
virginia,1
virtual,9
virus,2
visa,1
voiceoverinternetprotocol,1
volatile,1
volatility,2
volatilitygraphic,1
volkswagen,1
voting,1
vulnerabilities,1
vulnerability,1
vulnerable,2
waiting,1
waits,1
wake,1
wakeup,1
walk,1
wallet,1
walletsthe,1
walmart,2
wang,1
wannacry,4
wanted,1
wapo,2
war,2
warbut,1
warehouse,1
warnings,2
warrants,1
wars,1
wary,1
warzel,1
wasa,1
wasnt,1
wastewater,1
watchdog,3
watching,2
water,1
watkins,1
wave,1
ways,3
weaknesses,1
weary,1
webs,1
wednesday,2
wednesdayin,1
weekends,1
weeks,3
weekthe,1
wei,1
weibo,1
weighed,1
wellgraphic,1
wells,5
went,2
werea,1
west,1
western,1
weve,2
whale,2
whats,1
white,5
whole,1
whom,1
whose,2
widen,1
wideningelsewhere,1
widespread,1
wifiatlantas,1
williams,3
willing,2
win,1
windows,1
winning,1
wiped,1
within,2
wobblesa,1
woman,1
wont,1
wooing,1
word,2
worked,1
workers,1
workinvestigators,1
world,8
worldacross,1
worlds,6
worldwide,2
worried,2
worrisome,1
worse,1
worst,3
worth,4
wouldbe,1
wouldnt,1
write,2
writes,3
writing,1
written,1
wrong,1
wrote,2
wrotecitigroup,1
wsj,6
yahoo,1
yale,1
yandex,1
yeargraphic,1
yearin,1
yearonce,1
yearone,1
yearsa,1
yearwere,1
yen,6
yesterday,4
yeti,1
yield,7
yields,3
youd,1
young,1
younger,2
yourself,2
youtube,4
youve,1
yuan,1
yuzo,1
zennon,1
zuckerberg,3
