word,Count
goingbut,1
gold,1
golden,2
goldman,4
goldmanthe,1
gone,1
gonzagas,1
goodannounced,1
goods,5
goodthe,1
goodwill,1
goofy,1
googles,1
gory,1
gosh,1
gospel,1
gotten,2
gov,1
governing,1
government,9
governmentassisted,1
governmentproposed,1
governments,7
governmentthe,1
gowdy,1
graces,1
gradual,1
gradually,1
graduated,1
grand,1
granddaddy,1
granddaughter,1
grandiose,1
grandson,1
grants,1
grappled,1
grasslands,1
grassy,1
gravity,1
greater,2
greatgranddaughter,1
greatmacroeconomic,1
greece,1
green,5
greenpoint,1
greensboro,1
greenwich,1
greg,1
grew,5
greylock,1
grigory,1
grimly,1
grin,1
grips,1
groceries,9
grocery,17
grooming,1
groping,1
gross,3
ground,2
groundbreaking,3
grounds,1
groups,3
grow,5
growing,4
grown,2
growth,4
gsome,1
guapo,1
guaranteed,1
guard,1
guerrilla,1
guest,1
guidancewhat,1
guillermo,1
guilty,1
gum,1
gunned,1
guns,1
gut,1
guy,1
guys,1
gym,1
gymboree,1
habitats,1
habits,2
hackers,2
hadnt,1
hadtoday,1
hail,1
hailey,1
half,6
halfcourt,1
hall,1
hamrick,2
hand,4
handful,1
handily,1
handing,2
handling,3
handmaids,2
handselling,1
handsoff,1
handsomely,1
handwriting,1
hanff,1
hang,1
happen,9
happened,5
happenedon,1
happening,2
happeningin,1
happensapple,1
happenthe,1
happiness,2
happy,2
happygolucky,1
harassment,5
hardcharging,1
harder,1
hardest,1
hardware,3
hargreaves,1
harm,1
harry,1
harrys,1
harvard,3
hasbro,1
hasnt,2
hasthe,1
hate,4
hates,1
hatred,1
hats,1
haul,1
havent,2
haverford,2
having,4
hawkingget,1
hawkins,1
hayward,1
hbo,21
hbos,1
head,10
headed,1
heading,1
headline,1
headquarters,8
heal,1
health,4
heaped,2
hear,6
heard,1
hearing,1
hearst,2
heart,2
hearts,1
hearty,1
heating,1
heaven,1
heavily,1
heavy,1
hedge,4
heel,1
hefty,1
heidi,1
heightened,3
heir,1
heitkamp,1
held,3
hell,1
hellish,1
hello,1
hellthe,1
helped,8
helping,2
hemorrhaging,1
hendricks,1
henningmr,1
hennings,1
hensarling,1
her,28
herebackground,1
herethe,1
herethere,1
herewhen,1
hereyou,2
herself,1
hes,3
hey,1
hgtv,1
hideouts,1
high,13
highend,2
higher,5
highest,1
highlands,2
highlight,1
highly,1
highprofile,2
highrent,1
highs,1
highway,1
hill,2
hillary,1
hills,1
hillsong,2
hilton,1
him,14
himself,5
hip,3
hipper,1
hippie,1
hire,1
hired,3
hiring,1
hispanic,1
history,9
hitched,1
hitler,1
hitmaker,1
hits,1
hna,1
hobbits,1
hock,1
hold,3
holding,3
holdings,1
holdingseither,1
holdover,1
hole,1
holiday,3
holidays,2
hollywood,17
holmes,8
home,21
homecoming,1
homegrown,1
homeit,1
homeland,1
homemade,1
homer,1
homes,3
hong,1
honking,1
honor,1
hope,5
hoped,1
hopeful,1
hopes,3
hoping,1
horns,2
horror,1
horseriding,1
hospital,1
hospitality,1
host,4
hostage,1
hostile,2
hosts,2
hotel,3
hour,2
houraday,1
householdswere,1
however,6
howeverto,1
howled,1
hub,10
hubpeople,1
hubs,3
huge,7
huggins,10
hugginss,8
hugh,1
hulu,12
human,6
humanity,1
humans,2
humansthe,1
hundred,1
hundreds,1
hungry,1
hurt,6
husband,2
hustle,1
hustlethere,1
hylton,1
hype,1
ibisworld,1
ice,2
iceland,1
iconic,2
ida,2
idea,2
ideas,1
identical,1
identifies,1
identity,1
ifc,1
iger,4
ignored,1
iheartmedia,3
illegally,1
illuminatingthe,1
illusion,1
illustrated,2
image,1
imagine,1
imagined,1
imdbpro,2
immediate,1
immediately,5
immigrants,1
immigrantsst,1
impact,2
impairments,1
imploded,1
importance,1
important,8
importantus,1
imports,1
importstax,1
impose,2
imposed,2
imposing,2
impossible,1
impressed,1
improper,1
improve,1
improvemaking,1
improvementswall,1
improvised,1
inaccurate,1
inadequate,1
inappropriate,1
inbox,3
incentive,2
inch,1
inciting,1
included,2
includes,4
inclusive,1
incorporated,1
increase,3
increased,3
increases,2
increasing,4
increasingly,3
indebted,1
indecency,1
indeed,2
indefatigable,1
independence,1
independent,9
independently,1
indiathe,1
indies,5
individuals,1
individualsas,1
industries,5
industriesthe,1
industry,18
industryby,1
industryms,1
industrys,1
industrythe,1
industrywarner,1
inexpensive,1
inexplicable,1
infinite,1
inflation,1
influence,3
influences,1
info,1
informal,1
information,7
informationgathering,1
informed,3
inge,1
inheriting,1
inimitable,1
initially,1
initiated,1
inject,1
injecting,1
injured,1
ink,1
inkernersville,1
inner,2
innovation,1
innovators,2
inquiry,1
inroads,1
inside,12
insider,2
insiders,1
insight,1
insignificant,1
insincere,2
insist,1
inspirations,1
instacart,3
instacartwalmarts,1
instagram,5
instagramone,1
instagramworthy,1
install,1
installment,1
instance,4
instancehuggins,1
instantly,1
instantmessage,1
instead,4
institute,3
institution,1
institutional,1
institutions,1
instructional,1
insurance,2
integrate,1
integrated,2
integration,3
intellectual,2
intelligence,4
intended,4
intense,2
intensive,1
interactive,1
interest,13
interested,8
interesting,2
interface,1
interference,4
internal,2
international,7
internet,9
interruptionsin,1
intersection,1
intervening,1
intervention,1
interview,12
interviewed,1
interviews,4
intimate,4
intriguing,2
introduce,2
introduced,4
introducing,1
invented,2
inventory,2
invest,5
invested,5
investigate,1
investigated,1
investigates,1
investigating,2
investigation,5
investigationwhat,1
investigative,1
investigators,2
investing,2
investment,10
investments,4
investor,9
investors,26
invincible,1
involved,2
involves,2
involving,4
iphone,9
ipo,3
ipothe,1
iran,5
iranian,1
irans,1
iraq,1
irascible,1
ireland,6
irish,6
irons,1
irregular,1
irrevocable,1
irwin,1
island,3
islands,2
issue,1
issued,2
issues,9
issuing,1
isthe,2
items,6
itemsthe,1
iteration,1
itmore,1
itother,1
itselfanother,1
itunes,4
ityet,1
ive,1
jacobs,10
jacobsnow,1
jacobss,2
jacobsthe,1
jaguar,1
james,2
jamess,1
jamie,2
janitor,1
japan,2
japanese,1
japans,1
jared,1
jason,2
jawdropping,1
jaworowski,1
jay,1
jean,1
jeans,1
jeb,1
jefe,1
jeff,3
jeffrey,1
jenkins,1
jennifer,2
jerome,1
jersey,1
jesus,1
jet,1
jetcom,1
jewish,1
jianming,1
jim,2
jingle,2
jinpings,1
job,12
joblessness,1
jobs,10
jobsms,1
jobyes,1
joel,1
john,9
johnson,1
johnsons,1
join,3
joined,8
joining,4
joint,3
jointly,2
jolting,1
jones,1
jongun,2
josh,1
journal,2
journalist,1
journalists,2
jpmorgan,17
jpmorgans,3
judah,1
judge,5
juggernaut,1
juju,1
julia,2
julianne,1
july,1
jump,1
jumped,1
jumping,1
jumps,1
june,1
junein,1
jurisdictions,2
jurisdictionsbut,1
jury,3
justice,15
justified,1
justin,2
juxtaposes,1
kafka,1
kang,1
kannan,1
kanye,1
kapoor,2
kaput,1
karaoke,1
kardashian,1
karma,1
kashing,1
kate,1
kearney,1
keatinghow,1
keen,1
keeping,4
keeps,1
kelley,1
kelly,2
kellys,1
ken,1
kendall,1
keogh,1
kept,5
kernersville,2
kerry,1
kevin,1
key,4
khosla,1
kicking,1
kid,2
kidding,1
kidman,6
kids,3
kiefer,1
kill,1
killed,6
killedthe,1
kim,3
kind,6
kinds,2
king,1
kingdom,1
kirkman,1
kirkmans,1
kirsten,1
kisses,1
kitroeff,1
kittens,1
kitty,1
kiva,3
kkr,1
knemeyer,2
knew,1
knight,1
knit,1
knolls,1
knowing,1
knowledge,1
knows,2
kodali,1
kohlberg,3
kongs,1
korea,3
koreans,1
koreas,1
korelitz,1
kotagiri,1
krause,2
kravis,3
kristen,2
kroger,1
kube,1
kudlow,6
kudlows,1
kushner,2
kxan,1
lab,3
labor,2
laboratory,1
laborwhen,1
labs,1
laced,1
lack,1
lacked,2
lagging,1
laidoff,1
lake,1
lakers,1
lamb,2
land,1
landler,1
landlords,1
landownersthe,1
landscape,1
landscapewhile,1
lanes,1
languid,1
laptopclick,5
laptops,1
large,13
largely,4
larger,2
largest,9
larry,1
laserbased,1
lastly,1
lastmile,1
late,5
lately,1
later,6
laterbut,1
latermore,1
latter,1
lauded,1
lauderdale,1
laugh,1
laughasked,1
launched,1
laura,1
law,7
lawin,1
lawmakers,2
laws,1
lawsthen,1
lawsuit,2
lawsuitas,1
lawyer,9
lawyers,1
lead,9
leader,7
leaders,5
leadership,6
leading,5
leads,1
league,2
leaked,1
leanings,1
leap,1
learn,1
learned,4
learning,2
lease,1
leased,1
least,6
leave,2
leaves,1
leaving,1
led,8
lee,1
leeway,1
legacy,1
legal,8
legend,1
legos,1
legs,1
leia,1
lemon,1
lencioni,1
lend,2
lender,1
lenders,4
lending,2
lennon,1
lennons,1
lenses,2
leo,2
leon,4
leonardo,1
leopoldo,2
leprechaunsscientists,1
lessons,1
letter,4
letters,2
letting,1
level,6
levelheaded,1
levels,2
leverage,1
leveraged,1
leveraging,1
levied,1
levine,2
lewd,1
liability,2
libel,1
libertarian,1
libor,1
licensing,1
lidar,1
lies,7
life,11
lifeabout,1
lifelast,1
lifelater,1
lifeline,1
lifes,1
lifetime,1
lift,1
lifted,1
lifting,2
light,2
lights,1
likelihood,1
likeminded,1
limbo,1
limit,2
limited,3
limitedseries,1
limitlessly,1
limits,2
line,5
lines,1
linked,2
linking,1
lion,1
lions,2
liquid,1
liquidating,1
liquidation,2
lissencephaly,1
list,3
listen,27
listening,2
listing,7
listingget,1
listingwarby,1
lists,1
lit,3
litany,1
literary,1
literature,1
litigator,1
littered,2
live,4
lived,1
livermore,1
lives,6
livesthe,1
liz,1
load,3
loan,3
loans,5
loansto,1
lobbyingbroadcom,1
localized,1
locate,1
locations,3
locationsbut,1
lock,1
lockheed,1
lockup,1
locus,1
loeb,1
logic,1
logistics,3
logo,1
logs,1
london,8
londonhave,1
lone,1
long,18
longest,1
longoverdue,1
longstanding,1
longtime,5
looked,4
loopholes,1
loosening,1
lopez,1
lords,1
los,11
lose,4
loser,1
losing,3
loss,1
losses,2
lost,7
lothe,1
lots,1
loud,1
loudest,1
loudspeaker,1
lovable,1
love,4
lover,1
lovers,1
low,7
lower,5
lowertax,2
lowlands,1
lowlevel,1
loyal,1
lpez,3
lpezs,1
lubezki,1
lucasfilm,2
lucie,1
luck,1
lucky,1
lucrative,2
lure,1
lustful,1
luxembourg,4
lyft,8
lyftafter,1
lyfts,6
lynching,1
lynda,1
machine,3
machines,2
macquarie,3
madison,2
madness,2
magazine,3
magazinebackground,1
magic,1
magical,1
magically,1
magidbut,1
magna,5
magnan,1
magnas,1
magnificent,1
magnum,1
mail,2
mailbox,1
mailing,1
main,3
mainland,1
mainstay,1
maintain,2
major,7
majority,3
makan,1
makeorbreak,1
maker,6
makers,4
makes,9
male,1
malicious,1
man,4
manage,2
management,4
manager,5
managers,2
mandatory,1
manhattan,1
manhattanfounded,1
manipulate,1
manipulation,2
manley,4
manufacture,1
manufacturer,1
manufacturerlyft,1
manufacturing,3
map,3
marauders,1
marco,1
margin,1
marginalized,1
margins,5
margrethe,1
maria,1
marilyn,1
mark,5
market,30
marketand,1
marketing,3
marketplace,2
markets,11
marketsmr,1
marketstheres,1
marketwalmarts,1
marking,2
markour,1
marks,1
marriage,1
married,1
marshall,1
marsupial,1
martin,2
martini,1
marvel,2
mary,1
masa,1
mascotbut,1
mason,4
masons,1
mass,2
massachusetts,1
masses,1
massive,2
masterpiecebut,1
masters,1
matches,1
matchup,2
material,1
matt,4
mattel,1
matter,4
mattereven,1
matterin,1
mattermr,1
matters,1
mattress,1
mattresses,1
maturity,1
maverick,1
max,1
maximize,1
maya,1
maybe,1
mayer,2
mayor,2
mazzei,1
mcburney,1
mccabe,4
mcclusky,1
mccluskyhugginss,1
mcgregor,1
mcguirewoods,1
mckinsey,1
mckinseyworkers,1
mclean,1
mcmaster,2
mcnamee,1
mcphee,1
mealdelivery,1
mean,3
meant,2
measurable,1
measure,1
measures,1
meats,2
mechanisms,1
meddling,1
media,24
mediamost,1
median,2
medias,1
medical,2
mediumagnostic,1
mediumsized,1
meet,3
meeting,5
meetings,1
megachurch,2
megachurches,1
megacities,1
megadealsget,1
meier,1
melodrama,1
melrose,1
member,8
members,4
membership,2
membersyou,1
memoir,2
memorial,1
memoriam,1
memos,1
men,7
mens,3
mental,1
mention,2
mentor,1
mercedesbenz,1
mercedfrom,1
merchandise,2
merchandising,1
meredith,1
merely,2
merged,2
merger,8
mergerrelated,1
mergers,3
mergersthe,1
merkel,1
mermanlike,1
meryl,1
messaging,1
met,1
metal,3
metals,3
method,1
methodist,1
metoo,2
metric,1
metropolitan,2
mexican,1
mexico,3
meyers,1
miami,2
michael,11
michaelother,1
michaelthe,1
michelle,1
michigans,1
middle,4
midnight,1
midtown,1
midwest,1
mighty,1
mike,4
mile,2
miles,3
military,3
militarygrade,1
milk,1
millennial,1
millennialism,1
miller,5
millimeter,1
million,43
millionbut,1
millions,5
mimics,1
mindful,1
minds,1
mine,1
minilab,1
minimum,1
minister,5
ministered,1
ministers,1
ministry,2
minivans,1
minor,1
minus,1
minutes,2
miracle,1
miraculously,1
mirrors,1
misconceptions,1
misconduct,4
misery,1
misfires,1
mishandling,1
misinformation,2
misleading,1
missed,2
missing,1
mission,2
misstatement,1
mistreatment,1
mix,1
mixed,1
mnuchin,3
mobile,23
modcloth,1
model,4
modeled,1
models,1
moderating,1
modern,1
modernday,1
modestly,1
moffettnathanson,1
mogul,1
mohammed,2
momandpop,2
moments,2
mondayaround,1
mondayas,1
money,14
moneybeat,1
mongolia,1
monica,1
monroe,1
monsanto,1
monster,1
montanabased,1
monterey,1
month,15
monthbeyond,1
monthjust,1
monthly,2
months,16
monthshugginss,1
monthsms,1
montreal,1
monuments,1
mood,2
moon,2
moore,1
morathepic,1
moreall,1
morning,10
mornings,1
morningwhats,1
mortgage,1
mortgagebacked,1
mortgagerelated,1
mortgages,1
mosaic,1
moscow,1
mostly,6
mother,5
motion,3
motivated,3
motivationeverybody,1
motive,1
motiveit,1
motor,1
motors,1
motto,1
mountain,4
mountaineers,1
mountains,1
mounting,2
mourning,1
moved,11
movement,1
movements,2
movementsand,1
movie,16
movies,8
moving,4
moynihan,2
msnbc,1
mueller,1
multinational,3
multiple,3
mundane,1
murder,4
murderous,1
murdoch,2
murphy,1
murray,1
muscular,1
music,9
musician,2
musicians,1
musicregulators,1
musk,2
must,8
muster,2
mustwatch,1
mute,2
mutual,3
myanmar,1
mylist,1
mystery,1
myths,1
naacp,1
nab,1
name,2
named,6
nancy,2
narrates,1
narrative,1
narrowly,1
nasty,1
natalie,1
nation,1
national,12
nationalist,1
nationalsecurity,2
nationwide,3
natural,2
naval,1
navigated,1
navigation,6
nba,1
nbc,5
nbcnewyorkcom,1
ncaa,1
near,1
nearby,2
nearing,1
necessarily,1
necessary,2
ned,1
needham,1
needs,4
negative,1
negotiated,1
negotiations,1
negotiationstune,1
neighbor,1
neighborhood,5
neighborhoods,1
neighbors,4
neighborstheres,1
neil,1
neller,5
nerdfrom,1
nerve,1
nervousness,1
netflix,21
netherlands,2
network,16
networks,14
newbornno,1
newer,1
newest,1
newly,1
news,12
newselsewhere,1
newsletter,3
newsletters,1
nexus,1
nguyen,1
nice,2
nickname,2
nicknamed,1
nicole,2
nigh,1
night,5
nightclub,1
nightmare,2
nights,1
nike,1
nimble,1
nine,1
ninja,1
ninth,1
nippers,1
nixed,1
noah,1
noble,3
nobody,1
nod,1
nokia,1
nolle,1
nominate,1
nominations,1
none,1
nonperishable,1
nontheranos,1
nora,1
nordic,1
norm,1
norman,1
norms,1
north,10
northeast,1
norths,1
norway,1
nose,1
notable,1
note,1
notes,1
noticed,1
notion,1
notorious,1
notoriously,1
notsoonthemoney,1
novel,5
novelist,1
november,3
novichokthe,1
nowdefunct,1
nowthe,1
nra,1
nuclear,8
numbers,2
nyse,1
nytan,1
nytand,1
nytimescomdealbook,2
nytimescomthedailyon,5
nytknow,2
nytof,1
nytspeaking,1
nytthe,1
nyttwo,1
oak,1
obama,1
obits,1
obituaries,2
obituariestune,1
obituary,1
obituaryobituaries,1
objects,1
obligatory,1
obrien,1
obscure,1
observers,1
observing,1
obsessed,2
obsolete,1
obstacles,2
obtained,1
obvious,1
occasional,1
occupations,1
occupied,1
ocean,1
ochziff,1
octavia,2
october,2
odds,2
oecds,1
oeuvre,1
ofelsewhere,1
offbeat,1
offense,3
offensive,2
offer,7
offered,5
offering,12
offeringdetails,1
offerings,4
offers,4
offerthe,1
office,6
officeif,1
officer,7
officerunder,1
offices,2
official,3
officially,1
officials,8
officiant,1
ohio,3
oil,1
oklahoma,1
old,6
older,2
oldfort,1
oldguard,1
olympic,1
ominous,2
once,12
oncedominant,1
onceubiquitous,1
onceunthinkable,1
ondemand,1
oneheres,1
ones,4
oneselsewhere,1
onethird,1
ongoing,1
onion,1
online,32
onorati,1
onshares,1
onthis,1
onto,5
oped,1
openarms,1
opened,13
opening,8
opennessmore,1
opens,2
openthe,1
opera,1
operate,2
operates,2
operating,1
operations,11
operationsbut,1
operationswith,1
operators,2
opponent,1
opportunities,2
opportunity,1
opposed,2
opposes,1
opposition,4
optical,1
optimistic,1
option,2
optional,1
options,2
optionwith,1
optum,1
oranges,1
orators,1
orchestra,2
orcs,1
order,7
ordered,3
ordering,2
orders,3
ordersother,1
oren,1
organisation,1
organization,9
organizational,1
organizations,1
orient,1
original,6
originally,2
orlando,1
orleans,2
orphan,1
oscar,1
oscarssowhite,1
osteen,1
otherwise,1
outcome,1
outdated,1
outdoor,1
outlet,2
outline,1
outlined,1
outlook,1
outmore,1
outpost,1
output,1
outskirts,1
overall,2
overarching,1
overhaul,4
overhauling,1
overhead,1
overlook,1
overlooked,4
overpaid,1
overreaches,1
oversaw,2
overseas,5
oversee,1
overseeing,1
oversees,4
overthetop,1
ovide,1
owen,1
ownby,1
owned,6
ownedthe,1
owner,7
owners,4
ownership,1
ownhe,1
owns,4
oxygen,2
pace,1
pacethese,1
pacifica,1
pack,1
package,5
packages,18
packagesorting,1
packagethe,1
packaging,1
packs,2
padnani,2
pagan,1
page,6
pages,1
paid,8
pain,2
pair,5
pairing,1
palo,1
palsy,1
panel,5
panic,1
panther,1
papandrea,1
paper,2
paquetbrenner,1
parable,1
parachute,1
parade,1
paradethe,1
paralympics,1
paranoidin,1
parcel,1
parent,2
parents,2
parity,1
park,4
parker,9
parkers,2
parklandon,1
parks,1
parliament,1
particular,1
particularly,7
partner,6
partnerin,1
partners,1
partnership,5
parts,8
party,3
pasadena,1
pass,4
passed,2
passengers,2
passes,2
passion,1
past,13
pastor,4
pastors,6
patch,1
path,4
patience,2
patientspeter,1
patriarch,1
patriarchs,1
patricia,1
patrick,3
patricks,6
patrol,1
patron,1
pattern,1
patton,6
paul,5
paw,1
pay,20
payamazon,1
payers,1
paying,5
payless,1
payment,1
payments,5
payouts,1
payperview,1
peeple,1
peers,2
peevedyeahin,1
peggy,1
pelosi,1
penalize,1
penalized,1
penalties,1
penalty,1
pending,1
penh,1
pennsylvania,4
penny,1
pentagon,1
penultimate,1
people,47
peoples,1
peoplesince,1
per,2
percent,29
percentage,2
percentfor,1
perform,2
performance,5
performanceenhancing,1
performances,1
performed,2
performing,1
perhaps,3
period,3
perishable,1
perk,1
permanently,1
permeated,1
permitgun,1
permitted,1
permutation,1
perry,2
persiathe,1
persistent,1
persists,1
person,8
personal,6
personality,1
perspective,1
persuaded,1
peterson,4
petitioning,1
petrocelli,2
petrochemical,1
pharmaceutical,1
pharmacies,1
pharmacy,3
phenom,1
philadelphia,1
philosophy,2
phnom,1
phone,3
photographed,1
photographer,1
photographs,1
physical,3
pick,4
picked,2
picking,3
pickup,2
picture,4
piece,1
piedmont,1
piled,1
pileup,1
pilot,2
pinello,1
pink,2
pinstripe,1
pipes,1
pit,1
pitch,1
pitched,1
pits,1
pittsburg,1
pivotala,1
pixar,2
pizza,5
pizzafocused,1
pizzas,1
place,8
placeas,1
placed,3
placestarting,1
plague,1
plain,1
plainspoken,1
plan,15
planned,7
planner,1
planning,4
plans,12
plants,3
plastic,1
plateau,1
platform,4
platforms,4
platformscustomers,1
play,17
played,6
player,17
players,3
playershe,1
playing,3
playlist,1
plays,6
playwright,2
pleaded,1
pleait,1
pleasing,1
pledged,1
plenty,3
plot,2
plummeted,1
plunge,1
plus,2
pluto,2
plywood,1
pmrupauls,1
pmthe,1
podcast,16
podcasts,11
point,7
pointed,3
pointing,2
points,1
pointthe,1
poised,1
pole,1
police,5
policy,6
policymakers,2
political,5
politically,1
politico,2
politicopotential,1
politics,3
polluted,1
pompadourfewer,1
pompeo,2
pond,1
pool,3
pools,1
pop,3
popular,7
populated,1
population,1
populist,1
popup,1
poring,1
pornnow,1
portend,1
portends,1
porter,1
portfolio,2
portion,2
portrait,1
posing,1
position,7
positioning,2
positions,2
positive,4
positives,1
possession,1
possibility,3
possible,7
possibleleading,1
possibly,1
postal,2
postcrisis,1
posted,2
postif,1
postipo,1
potential,15
potentially,4
pound,1
pouring,1
powell,2
power,6
powerful,6
powerhouse,1
powers,1
practically,2
practices,3
praise,1
praised,1
prashant,1
pratt,1
preacher,2
precociously,1
predators,1
predicated,1
predicted,1
predictions,2
preempt,1
preemptively,1
prefer,6
pregnant,1
preipo,1
prematurely,1
premiere,1
premiered,1
premium,2
prep,1
prepare,1
prepares,3
preparing,4
prescriptions,1
presence,4
present,1
presentation,2
president,19
presidentand,1
presidential,4
presidents,3
presiding,1
press,5
pressed,3
pressfrom,1
pressure,3
pressured,1
presumption,1
pretrial,2
pretty,1
prevail,1
prevailing,1
prevent,3
prevented,1
previous,3
price,13
prices,7
pride,1
prideful,1
primarily,1
prime,6
primetime,1
prince,5
princess,1
principal,1
principle,1
principles,2
principlesin,1
print,2
prior,3
priorities,2
prioritize,1
priority,1
prison,2
prisoner,2
prisonheres,1
prisonlisten,1
privacy,1
private,28
privately,2
prize,1
prizewinning,1
problem,3
problematic,1
problems,1
proceeding,1
proceedings,1
proceeds,1
process,6
produce,5
produced,3
producers,5
producing,3
product,4
production,6
products,6
prof,1
professional,2
professor,5
professorial,1
profiled,1
profit,4
profitability,1
profitabilitywhat,1
profitable,1
profits,5
profitshifting,1
profitto,1
profoundly,1
prognosticated,1
program,14
programming,7
programmingthe,1
programs,5
progresselsewhere,1
progun,1
project,9
projects,1
projectsms,1
prolific,1
prominent,5
promise,3
promises,2
promising,1
promote,1
promoted,3
promoting,1
promotion,1
prompted,1
prompting,1
pronounced,1
propelled,1
properly,1
property,3
proponent,1
proponents,1
proposal,5
proposals,1
proposed,5
propositions,1
prospect,3
prospects,1
prosperity,1
protagonist,1
protect,4
protected,1
protection,12
protections,1
proudly,1
prove,1
provide,4
provided,2
provider,3
providers,2
provides,1
proving,1
provision,1
provisions,3
prowess,1
public,22
publicist,1
publicly,6
published,4
publishing,1
pulitzer,1
pull,2
pulled,1
pullover,1
pullovers,1
pulls,2
pumping,1
punch,1
punctuate,1
punish,1
punk,1
purchase,4
purchased,2
purchases,3
pure,2
purify,1
purported,1
purpose,2
pursue,3
pursued,2
pursuit,2
purview,1
push,5
pushback,1
pushed,2
pushing,1
pushpay,1
puts,1
putting,4
puyallup,1
pyeongchang,1
pyongyang,1
qatari,1
qualcomm,22
qualcommmr,1
qualcomms,6
quarles,1
quarter,2
quarters,1
queen,2
queens,1
quest,1
question,8
questionnaire,1
questions,4
quickly,4
quiet,2
quietly,1
quirkiness,1
quite,4
quoll,1
race,4
racial,1
racing,1
racism,2
radar,1
radio,2
radiopublic,5
radiopublicor,5
raffaelli,1
raided,3
raise,7
raised,9
raising,5
raj,1
ramesh,1
ran,4
randomly,1
randy,1
range,7
ranging,1
rankled,2
ranks,1
raotechnologyinvestors,1
rapidly,1
rapper,5
rare,3
rate,9
ratemr,1
rates,5
ratesthe,1
rather,6
ratings,4
ratio,1
raven,1
raw,1
reach,3
reached,4
reaches,1
reaching,1
reade,1
reader,2
readers,1
reading,9
reality,2
realize,3
realizes,1
realm,1
realty,3
realworld,1
rearview,1
reasons,1
rebecca,1
rebounding,1
recalled,1
recalledi,1
recalling,1
receive,5
received,2
receiver,1
recessionthe,1
recipe,1
recipes,1
reciprocate,1
recital,1
recode,3
recognize,1
record,4
recorded,1
recording,2
recordon,1
records,1
recordsstill,1
recover,1
recovered,1
recreates,1
recruit,1
recruited,1
recruiting,1
rectangular,1
recycling,1
red,1
redbrick,1
redemptive,1
redistribution,1
reduces,1
reducing,1
reeling,2
reese,2
refinancing,1
reflect,1
reflected,2
reflects,2
refresh,1
refrigeration,1
refuge,1
refugees,2
refused,1
regard,1
regarded,1
regarding,1
region,1
regional,6
regular,2
regularly,3
regulate,1
regulation,1
regulations,3
regulationthe,1
regulators,5
regulatory,1
reintroduced,1
reinvent,1
reiterated,1
rejected,3
related,6
relationship,6
relationships,2
relatively,2
relax,1
release,2
relevant,1
relic,1
relies,1
religions,1
religious,2
reluctant,1
rely,2
relying,1
remain,2
remaining,6
remains,3
remarkable,1
remarkably,3
remarks,1
remedies,1
remedy,1
remember,1
reminds,1
remington,1
reminiscent,1
remove,1
removed,2
renaissance,1
rendered,1
renew,1
renewed,2
rent,4
rentals,1
renting,1
reordering,2
reorganization,2
reorganize,2
repeat,1
replace,3
replaced,4
replacement,1
replacing,2
replenished,1
repo,17
report,5
reported,4
reportedits,1
reportedly,1
reporter,8
reporters,4
reporterstwo,1
reporterthe,1
reporterunanswered,1
reporting,4
reports,6
reportthe,1
representative,2
representatives,1
representing,1
repression,1
reprieve,1
republican,3
request,1
requested,1
require,2
required,1
requires,2
requiring,1
rescuing,1
research,12
reserve,4
reservesthats,1
reshuffle,1
residents,3
resides,1
resign,1
resistance,1
resorting,1
resources,2
respected,1
responded,1
respondents,1
responding,1
response,4
rest,3
restaurants,1
restlesswe,1
restore,1
restrain,1
restricting,1
restrictions,1
restructure,2
restructuring,1
result,2
resulting,2
results,5
resultthe,1
resurgence,1
retail,8
retailer,7
retailers,12
retailersthe,1
retailing,4
retaliate,1
retaliatein,1
retaliation,2
retire,1
retired,2
retirement,1
retiring,1
return,3
returned,2
returns,1
reuters,2
revamp,1
revamping,1
reveal,2
revealed,1
revenue,8
revenuebut,1
revenues,3
reverberations,1
review,7
reviewing,1
reviews,2
revived,1
revolution,2
revolutionary,1
revolves,2
reward,1
rewatches,1
rex,2
rey,2
reyeric,1
rhetoric,1
rhimes,1
rhode,1
rich,3
richard,4
richest,1
rick,1
ricky,2
ride,3
ridehailing,5
rifle,1
rigging,1
righti,1
rights,5
rihanna,1
ringing,2
rip,1
ripe,1
ripple,2
ripples,1
rippling,1
rise,3
risen,1
rising,2
risk,8
riskier,1
riskiest,1
riskmore,1
risks,3
risky,1
riteaids,1
rival,3
rivalry,1
rivals,3
river,2
road,2
roadi,1
roadshow,2
roamed,1
robert,2
roberts,3
robinhood,1
robot,6
roboti,1
robotic,2
robotics,3
robots,13
robust,2
rock,2
rockefeller,1
rocky,2
rodchenkov,3
rodge,1
roger,3
role,6
rolled,2
roman,1
romance,1
rommel,1
rommels,1
ron,1
room,1
roose,1
roots,2
rosales,4
rose,1
ross,1
roster,1
rotated,1
rotten,1
rotterdam,1
rough,1
roughly,2
round,7
rounding,1
rounds,1
routine,1
routines,1
row,1
rowe,3
royal,1
royals,1
royalties,1
rss,5
rubio,1
rugged,1
rule,2
rulebut,1
ruled,1
rules,6
rulesthe,1
ruling,1
rulinglast,1
rulingnow,1
running,1
runs,6
runway,1
rupaul,2
rupert,2
rural,1
rush,1
rushing,1
russia,11
russian,8
russians,1
ryan,3
sabotaged,1
sachs,2
sachss,1
sad,1
saddened,1
saddled,3
safe,1
safety,2
saidamazon,1
saidand,2
saidany,1
saidat,2
saidbut,1
saidcritics,1
saiddeutsche,1
saidearlier,1
